,10A,10B,10C,10D,10E,10F,10G,10H,11A,11B,11C,11D,11E,11F,11G,11H,12A,12B,12C,12D,12E,12F,1A,1Aa,1B,1Bb,1C,1Cc,1D,1Dd,1E,1Ee,1F,1Ff,1G,1Gg,1H,1Hh,2A,2Aa,2B,2Bb,2C,2Cc,2D,2Dd,2,2Ee,2F,2Ff,2G,2Gg,2H,2Hh,3A,3Aa,3B,3Bb,3C,3Cc,3D,3Dd,3,3Ee,3F,3Ff,3G,3Gg,3H,3Hh,4A,4Aa,4B,4C,4Cc,4D,4Dd,4,4Ee,4F,4Ff,4G,4Gg,4H,4Hh,5A,5Aa,5B,5Bb,5C,5Cc,5D,5Dd,5E,5Ee,5F,5Ff,5G,5Gg,5H,5Hh,6A,6Aa,6B,6Bb,6C,6Cc,6D,6Dd,6E,6Ee,6F,6Ff,6G,6Gg,6H,6Hh,7A,7B,7C,7D,7E,7F,7G,7H,8A,8B,8C,8D,8E,8F,8G,8H,9A,9B,9C,9D,9E,9F,9G,9H,AN16S,ON16S,repeat-4Bb,repeat-6Gg,repeat-6Hh
Yersiniaceae,0.586186352,0.801662476,0.661754466,0.171712319,0.463456219,0.210506853,0.700136099,0.325280857,0.171712319,0.687877702,0.223465304,0.772746644,0.850894263,0.385502424,0.504307449,0.146126518,0.533133825,0.594446538,0.10865812,0.197548885,0.523697434,0.551492726,0.012861239,0.633360023,0.021099679,0.560417204,0.09652809,0.262172665,0.262172665,0.668492183,0.073014564,0.236406501,0.120988851,0.533133825,0.249314017,0.184610517,0.006268122,0.158876402,0.021099679,0.717574596,0.021099679,0.030350883,0.030350883,0.723144027,0.084633889,0.569173325,0.274968443,0.706073046,0.021099679,0.793837077,0.084633889,0.287688469,0.021099679,0.533133825,0.006268122,0.184610517,0.040300416,0.442004658,0.050787317,0.249314017,0.171712319,0.236406501,0.006268122,0.021099679,0.385502424,0.542398628,0.040300416,0.442004658,0.012861239,0.171712319,0.040300416,0.274968443,0.012861239,0.006268122,0.197548885,0.040300416,0.542398628,0.171712319,0.312855006,0.012861239,0.560417204,0.197548885,0.463456219,0.171712319,0.681551364,0.006268122,0.300320926,0.09652809,0.675090338,0.223465304,0.197548885,0.040300416,0.463456219,0.158876402,0.158876402,0.021099679,0.040300416,0.012861239,0.236406501,0.040300416,0.706073046,0.040300416,0.560417204,0.012861239,0.711885071,0.006268122,0.533133825,0.006268122,0.337589533,0.006268122,0.739155532,0.171712319,0.300320926,0.012861239,0.040300416,0.006268122,0.002069359,0.006268122,0.006268122,0.030350883,0.012861239,0.040300416,0.050787317,0.021099679,0.236406501,0.050787317,0.073014564,0.012861239,0.021099679,0.040300416,0.006268122,0.408581542,0.012861239,0.050787317,0.021099679,0.120988851,0.012861239,0.050787317,0.012861239,0.274968443,0.781454383,0.084633889,0.073014564,0.610483368,0.146126518,0.002069359
actinobacterium_WWH12,0.064883999,0.165263612,0.087450531,0.01005249,0.040592687,0.012892102,0.102629306,0.023069614,0.01005249,0.097433211,0.013899893,0.142778018,0.218460688,0.029812863,0.047468298,0.008312878,0.052972174,0.066987444,0.005935722,0.011914932,0.051104276,0.056808263,0.000637777,0.078014636,0.001054679,0.058776632,0.005206111,0.017107243,0.017107243,0.089894953,0.00384331,0.014938323,0.006696903,0.052972174,0.016007424,0.010968386,0.00030887,0.009167294,0.001054679,0.110678512,0.001054679,0.00153085,0.00153085,0.113429359,0.004508461,0.060778661,0.018237842,0.10527842,0.001054679,0.158680327,0.004508461,0.019399293,0.001054679,0.052972174,0.00030887,0.010968386,0.002052689,0.037351267,0.002613944,0.016007424,0.01005249,0.014938323,0.00030887,0.001054679,0.029812863,0.054873473,0.002052689,0.037351267,0.000637777,0.01005249,0.002052689,0.018237842,0.000637777,0.00030887,0.011914932,0.002052689,0.054873473,0.01005249,0.021815085,0.000637777,0.058776632,0.011914932,0.040592687,0.01005249,0.09488631,0.00030887,0.020591677,0.005206111,0.092373551,0.013899893,0.011914932,0.002052689,0.040592687,0.009167294,0.009167294,0.001054679,0.002052689,0.000637777,0.014938323,0.002052689,0.10527842,0.002052689,0.058776632,0.000637777,0.107961509,0.00030887,0.052972174,0.00030887,0.024355367,0.00030887,0.121884153,0.01005249,0.020591677,0.000637777,0.002052689,0.00030887,0.000101562,0.00030887,0.00030887,0.00153085,0.000637777,0.002052689,0.002613944,0.001054679,0.014938323,0.002613944,0.00384331,0.000637777,0.001054679,0.002052689,0.00030887,0.032731954,0.000637777,0.002613944,0.001054679,0.006696903,0.000637777,0.002613944,0.000637777,0.018237842,0.149042646,0.004508461,0.00384331,0.071296184,0.008312878,0.000101562
alpha_proteobacterium,0.032021681,0.086250463,0.043692796,0.004818039,0.019773234,0.006188275,0.051706897,0.011133222,0.004818039,0.048948359,0.006675564,0.073567846,0.117596898,0.01443903,0.023207737,0.003980622,0.025975348,0.033097484,0.002838774,0.005716286,0.025034244,0.027914032,0.000304173,0.038777719,0.000503114,0.028911924,0.002488883,0.008229838,0.008229838,0.044974379,0.001836057,0.007178209,0.003204091,0.025975348,0.007696276,0.005259551,0.000147283,0.00439173,0.000503114,0.056011548,0.000503114,0.000730444,0.000730444,0.057491517,0.002154569,0.029929058,0.00877898,0.053119385,0.000503114,0.08250358,0.002154569,0.009343789,0.000503114,0.025975348,0.000147283,0.005259551,0.000979707,0.018162823,0.00124795,0.007696276,0.004818039,0.007178209,0.000147283,0.000503114,0.01443903,0.026935225,0.000979707,0.018162823,0.000304173,0.004818039,0.000979707,0.00877898,0.000304173,0.000147283,0.005716286,0.000979707,0.026935225,0.004818039,0.010520805,0.000304173,0.028911924,0.005716286,0.019773234,0.004818039,0.047602007,0.000147283,0.009924364,0.002488883,0.046277399,0.006675564,0.005716286,0.000979707,0.019773234,0.00439173,0.00439173,0.000503114,0.000979707,0.000304173,0.007178209,0.000979707,0.053119385,0.000979707,0.028911924,0.000304173,0.05455422,0.000147283,0.025975348,0.000147283,0.011761726,0.000147283,0.062068724,0.004818039,0.009924364,0.000304173,0.000979707,0.000147283,4.84E-05,0.000147283,0.000147283,0.000730444,0.000304173,0.000979707,0.00124795,0.000503114,0.007178209,0.00124795,0.001836057,0.000304173,0.000503114,0.000979707,0.000147283,0.015877446,0.000304173,0.00124795,0.000503114,0.003204091,0.000304173,0.00124795,0.000304173,0.00877898,0.077068777,0.002154569,0.001836057,0.035308862,0.003980622,4.84E-05
bacterium,0.032021681,0.086250463,0.043692796,0.004818039,0.019773234,0.006188275,0.051706897,0.011133222,0.004818039,0.048948359,0.006675564,0.073567846,0.117596898,0.01443903,0.023207737,0.003980622,0.025975348,0.033097484,0.002838774,0.005716286,0.025034244,0.027914032,0.000304173,0.038777719,0.000503114,0.028911924,0.002488883,0.008229838,0.008229838,0.044974379,0.001836057,0.007178209,0.003204091,0.025975348,0.007696276,0.005259551,0.000147283,0.00439173,0.000503114,0.056011548,0.000503114,0.000730444,0.000730444,0.057491517,0.002154569,0.029929058,0.00877898,0.053119385,0.000503114,0.08250358,0.002154569,0.009343789,0.000503114,0.025975348,0.000147283,0.005259551,0.000979707,0.018162823,0.00124795,0.007696276,0.004818039,0.007178209,0.000147283,0.000503114,0.01443903,0.026935225,0.000979707,0.018162823,0.000304173,0.004818039,0.000979707,0.00877898,0.000304173,0.000147283,0.005716286,0.000979707,0.026935225,0.004818039,0.010520805,0.000304173,0.028911924,0.005716286,0.019773234,0.004818039,0.047602007,0.000147283,0.009924364,0.002488883,0.046277399,0.006675564,0.005716286,0.000979707,0.019773234,0.00439173,0.00439173,0.000503114,0.000979707,0.000304173,0.007178209,0.000979707,0.053119385,0.000979707,0.028911924,0.000304173,0.05455422,0.000147283,0.025975348,0.000147283,0.011761726,0.000147283,0.062068724,0.004818039,0.009924364,0.000304173,0.000979707,0.000147283,4.84E-05,0.000147283,0.000147283,0.000730444,0.000304173,0.000979707,0.00124795,0.000503114,0.007178209,0.00124795,0.001836057,0.000304173,0.000503114,0.000979707,0.000147283,0.015877446,0.000304173,0.00124795,0.000503114,0.003204091,0.000304173,0.00124795,0.000304173,0.00877898,0.077068777,0.002154569,0.001836057,0.035308862,0.003980622,4.84E-05
bacterium_Ellin335,0.454359977,0.703793,0.534900864,0.108628092,0.336768597,0.135501762,0.578508679,0.220819137,0.108628092,0.564371843,0.14468921,0.66654374,0.770359191,0.269423555,0.37424191,0.091404781,0.401657919,0.462840245,0.066868802,0.126421488,0.39259175,0.419558044,0.007600707,0.503841666,0.012512155,0.428386743,0.059094623,0.172787629,0.172787629,0.542418203,0.044252978,0.153972941,0.074855466,0.401657919,0.163342455,0.117459688,0.003694229,0.099938892,0.012512155,0.598968919,0.012512155,0.018067633,0.018067633,0.605591698,0.051549797,0.437131359,0.182298707,0.585427806,0.012512155,0.693582115,0.051549797,0.191866284,0.012512155,0.401657919,0.003694229,0.117459688,0.024090549,0.317708679,0.030493374,0.163342455,0.108628092,0.153972941,0.003694229,0.012512155,0.269423555,0.410647594,0.024090549,0.317708679,0.007600707,0.108628092,0.024090549,0.182298707,0.007600707,0.003694229,0.126421488,0.024090549,0.410647594,0.108628092,0.211135051,0.007600707,0.428386743,0.126421488,0.336768597,0.108628092,0.55715379,0.003694229,0.201481305,0.059094623,0.549835894,0.14468921,0.126421488,0.024090549,0.336768597,0.099938892,0.099938892,0.012512155,0.024090549,0.007600707,0.153972941,0.024090549,0.585427806,0.024090549,0.428386743,0.007600707,0.592247765,0.003694229,0.401657919,0.003694229,0.230525501,0.003694229,0.624875009,0.108628092,0.201481305,0.007600707,0.024090549,0.003694229,0.001217501,0.003694229,0.003694229,0.018067633,0.007600707,0.024090549,0.030493374,0.012512155,0.153972941,0.030493374,0.044252978,0.007600707,0.012512155,0.024090549,0.003694229,0.288819573,0.007600707,0.030493374,0.012512155,0.074855466,0.007600707,0.030493374,0.007600707,0.182298707,0.677623201,0.051549797,0.044252978,0.47952466,0.091404781,0.001217501
bacterium_Ellin507,0.032021681,0.086250463,0.043692796,0.004818039,0.019773234,0.006188275,0.051706897,0.011133222,0.004818039,0.048948359,0.006675564,0.073567846,0.117596898,0.01443903,0.023207737,0.003980622,0.025975348,0.033097484,0.002838774,0.005716286,0.025034244,0.027914032,0.000304173,0.038777719,0.000503114,0.028911924,0.002488883,0.008229838,0.008229838,0.044974379,0.001836057,0.007178209,0.003204091,0.025975348,0.007696276,0.005259551,0.000147283,0.00439173,0.000503114,0.056011548,0.000503114,0.000730444,0.000730444,0.057491517,0.002154569,0.029929058,0.00877898,0.053119385,0.000503114,0.08250358,0.002154569,0.009343789,0.000503114,0.025975348,0.000147283,0.005259551,0.000979707,0.018162823,0.00124795,0.007696276,0.004818039,0.007178209,0.000147283,0.000503114,0.01443903,0.026935225,0.000979707,0.018162823,0.000304173,0.004818039,0.000979707,0.00877898,0.000304173,0.000147283,0.005716286,0.000979707,0.026935225,0.004818039,0.010520805,0.000304173,0.028911924,0.005716286,0.019773234,0.004818039,0.047602007,0.000147283,0.009924364,0.002488883,0.046277399,0.006675564,0.005716286,0.000979707,0.019773234,0.00439173,0.00439173,0.000503114,0.000979707,0.000304173,0.007178209,0.000979707,0.053119385,0.000979707,0.028911924,0.000304173,0.05455422,0.000147283,0.025975348,0.000147283,0.011761726,0.000147283,0.062068724,0.004818039,0.009924364,0.000304173,0.000979707,0.000147283,4.84E-05,0.000147283,0.000147283,0.000730444,0.000304173,0.000979707,0.00124795,0.000503114,0.007178209,0.00124795,0.001836057,0.000304173,0.000503114,0.000979707,0.000147283,0.015877446,0.000304173,0.00124795,0.000503114,0.003204091,0.000304173,0.00124795,0.000304173,0.00877898,0.077068777,0.002154569,0.001836057,0.035308862,0.003980622,4.84E-05
bacterium_MI-37,0.032021681,0.086250463,0.043692796,0.004818039,0.019773234,0.006188275,0.051706897,0.011133222,0.004818039,0.048948359,0.006675564,0.073567846,0.117596898,0.01443903,0.023207737,0.003980622,0.025975348,0.033097484,0.002838774,0.005716286,0.025034244,0.027914032,0.000304173,0.038777719,0.000503114,0.028911924,0.002488883,0.008229838,0.008229838,0.044974379,0.001836057,0.007178209,0.003204091,0.025975348,0.007696276,0.005259551,0.000147283,0.00439173,0.000503114,0.056011548,0.000503114,0.000730444,0.000730444,0.057491517,0.002154569,0.029929058,0.00877898,0.053119385,0.000503114,0.08250358,0.002154569,0.009343789,0.000503114,0.025975348,0.000147283,0.005259551,0.000979707,0.018162823,0.00124795,0.007696276,0.004818039,0.007178209,0.000147283,0.000503114,0.01443903,0.026935225,0.000979707,0.018162823,0.000304173,0.004818039,0.000979707,0.00877898,0.000304173,0.000147283,0.005716286,0.000979707,0.026935225,0.004818039,0.010520805,0.000304173,0.028911924,0.005716286,0.019773234,0.004818039,0.047602007,0.000147283,0.009924364,0.002488883,0.046277399,0.006675564,0.005716286,0.000979707,0.019773234,0.00439173,0.00439173,0.000503114,0.000979707,0.000304173,0.007178209,0.000979707,0.053119385,0.000979707,0.028911924,0.000304173,0.05455422,0.000147283,0.025975348,0.000147283,0.011761726,0.000147283,0.062068724,0.004818039,0.009924364,0.000304173,0.000979707,0.000147283,4.84E-05,0.000147283,0.000147283,0.000730444,0.000304173,0.000979707,0.00124795,0.000503114,0.007178209,0.00124795,0.001836057,0.000304173,0.000503114,0.000979707,0.000147283,0.015877446,0.000304173,0.00124795,0.000503114,0.003204091,0.000304173,0.00124795,0.000304173,0.00877898,0.077068777,0.002154569,0.001836057,0.035308862,0.003980622,4.84E-05
bacterium_enrichment,0.081582468,0.202209409,0.109278007,0.012833247,0.051383087,0.016445314,0.127715145,0.029344478,0.012833247,0.121420812,0.017725877,0.175755412,0.263544311,0.037850807,0.059972134,0.010617579,0.066824101,0.084178522,0.007586411,0.015202973,0.064501026,0.071587479,0.000816349,0.097739184,0.001349822,0.074027746,0.006655257,0.021796544,0.021796544,0.112257497,0.004914989,0.019044616,0.008557449,0.066824101,0.020401508,0.013998919,0.000395387,0.01170608,0.001349822,0.137430514,0.001349822,0.001958984,0.001958984,0.140741041,0.005764538,0.076507028,0.02322973,0.130917317,0.001349822,0.194497308,0.005764538,0.024701084,0.001349822,0.066824101,0.000395387,0.013998919,0.002626382,0.04732253,0.003343973,0.020401508,0.012833247,0.019044616,0.000395387,0.001349822,0.037850807,0.069186257,0.002626382,0.04732253,0.000816349,0.012833247,0.002626382,0.02322973,0.000816349,0.000395387,0.015202973,0.002626382,0.069186257,0.012833247,0.027758417,0.000816349,0.074027746,0.015202973,0.051383087,0.012833247,0.118329083,0.000395387,0.026210634,0.006655257,0.115274582,0.017725877,0.015202973,0.002626382,0.051383087,0.01170608,0.01170608,0.001349822,0.002626382,0.000816349,0.019044616,0.002626382,0.130917317,0.002626382,0.074027746,0.000816349,0.134155855,0.000395387,0.066824101,0.000395387,0.030968866,0.000395387,0.150885127,0.012833247,0.026210634,0.000816349,0.002626382,0.000395387,0.000130018,0.000395387,0.000395387,0.001958984,0.000816349,0.002626382,0.003343973,0.001349822,0.019044616,0.003343973,0.004914989,0.000816349,0.001349822,0.002626382,0.000395387,0.04152324,0.000816349,0.003343973,0.001349822,0.008557449,0.000816349,0.003343973,0.000816349,0.02322973,0.183157821,0.005764538,0.004914989,0.089486965,0.010617579,0.000130018
d__Bacteria,0.236408137,0.469045062,0.299522396,0.043345652,0.158806937,0.055066726,0.337881413,0.095323309,0.043345652,0.325089458,0.059173725,0.426337492,0.555010525,0.120579569,0.181909225,0.0360544,0.199732687,0.242629377,0.025951863,0.051058235,0.193748481,0.211819608,0.002839487,0.274076557,0.004688852,0.217918076,0.022818369,0.072064395,0.072064395,0.305907511,0.016923651,0.063377078,0.029204447,0.199732687,0.067674665,0.047150456,0.001376703,0.039646157,0.004688852,0.357040325,0.004688852,0.006794633,0.006794633,0.363412174,0.019807563,0.224050392,0.076544201,0.34427329,0.004688852,0.456985534,0.019807563,0.081112032,0.004688852,0.199732687,0.001376703,0.047150456,0.009094456,0.147577867,0.011558802,0.067674665,0.043345652,0.063377078,0.001376703,0.004688852,0.120579569,0.205757105,0.009094456,0.147577867,0.002839487,0.043345652,0.009094456,0.076544201,0.002839487,0.001376703,0.051058235,0.009094456,0.205757105,0.043345652,0.090503617,0.002839487,0.217918076,0.051058235,0.158806937,0.043345652,0.318692881,0.001376703,0.085765848,0.022818369,0.312298291,0.059173725,0.051058235,0.009094456,0.158806937,0.039646157,0.039646157,0.004688852,0.009094456,0.002839487,0.063377078,0.009094456,0.34427329,0.009094456,0.217918076,0.002839487,0.350660151,0.001376703,0.199732687,0.001376703,0.100222899,0.001376703,0.382461909,0.043345652,0.085765848,0.002839487,0.009094456,0.001376703,0.000453011,0.001376703,0.001376703,0.006794633,0.002839487,0.009094456,0.011558802,0.004688852,0.063377078,0.011558802,0.016923651,0.002839487,0.004688852,0.009094456,0.001376703,0.131184275,0.002839487,0.011558802,0.004688852,0.029204447,0.002839487,0.011558802,0.002839487,0.076544201,0.438676852,0.019807563,0.016923651,0.2551462,0.0360544,0.000453011
delta_proteobacterium,0.015896227,0.044059523,0.021822512,0.002358398,0.009753692,0.00303125,0.025933967,0.005467349,0.002358398,0.024514857,0.00327076,0.037327397,0.061097576,0.007102864,0.011468217,0.001947651,0.012854269,0.016439479,0.001388151,0.002799373,0.012382507,0.013827556,0.000148546,0.019317963,0.000245727,0.014329297,0.001216837,0.004035513,0.004035513,0.022477682,0.000897365,0.003517944,0.001567083,0.012854269,0.003772846,0.002575098,7.19E-05,0.002149252,0.000245727,0.028156704,0.000245727,0.000356799,0.000356799,0.028923227,0.001053208,0.014841249,0.004306001,0.026662206,0.000245727,0.042061126,0.001053208,0.004584365,0.000245727,0.012854269,7.19E-05,0.002575098,0.000478618,0.00895186,0.000609746,0.003772846,0.002358398,0.003517944,7.19E-05,0.000245727,0.007102864,0.013335916,0.000478618,0.00895186,0.000148546,0.002358398,0.000478618,0.004306001,0.000148546,7.19E-05,0.002799373,0.000478618,0.013335916,0.002358398,0.005164973,0.000148546,0.014329297,0.002799373,0.009753692,0.002358398,0.023823728,7.19E-05,0.004870668,0.001216837,0.023144712,0.00327076,0.002799373,0.000478618,0.009753692,0.002149252,0.002149252,0.000245727,0.000478618,0.000148546,0.003517944,0.000478618,0.026662206,0.000478618,0.014329297,0.000148546,0.027403074,7.19E-05,0.012854269,7.19E-05,0.005777866,7.19E-05,0.031301497,0.002358398,0.004870668,0.000148546,0.000478618,7.19E-05,2.36E-05,7.19E-05,7.19E-05,0.000356799,0.000148546,0.000478618,0.000609746,0.000245727,0.003517944,0.000609746,0.000897365,0.000148546,0.000245727,0.000478618,7.19E-05,0.007816247,0.000148546,0.000609746,0.000245727,0.001567083,0.000148546,0.000609746,0.000148546,0.004306001,0.039176655,0.001053208,0.000897365,0.017558079,0.001947651,2.36E-05
gamma_proteobacterium,0.015896227,0.044059523,0.021822512,0.002358398,0.009753692,0.00303125,0.025933967,0.005467349,0.002358398,0.024514857,0.00327076,0.037327397,0.061097576,0.007102864,0.011468217,0.001947651,0.012854269,0.016439479,0.001388151,0.002799373,0.012382507,0.013827556,0.000148546,0.019317963,0.000245727,0.014329297,0.001216837,0.004035513,0.004035513,0.022477682,0.000897365,0.003517944,0.001567083,0.012854269,0.003772846,0.002575098,7.19E-05,0.002149252,0.000245727,0.028156704,0.000245727,0.000356799,0.000356799,0.028923227,0.001053208,0.014841249,0.004306001,0.026662206,0.000245727,0.042061126,0.001053208,0.004584365,0.000245727,0.012854269,7.19E-05,0.002575098,0.000478618,0.00895186,0.000609746,0.003772846,0.002358398,0.003517944,7.19E-05,0.000245727,0.007102864,0.013335916,0.000478618,0.00895186,0.000148546,0.002358398,0.000478618,0.004306001,0.000148546,7.19E-05,0.002799373,0.000478618,0.013335916,0.002358398,0.005164973,0.000148546,0.014329297,0.002799373,0.009753692,0.002358398,0.023823728,7.19E-05,0.004870668,0.001216837,0.023144712,0.00327076,0.002799373,0.000478618,0.009753692,0.002149252,0.002149252,0.000245727,0.000478618,0.000148546,0.003517944,0.000478618,0.026662206,0.000478618,0.014329297,0.000148546,0.027403074,7.19E-05,0.012854269,7.19E-05,0.005777866,7.19E-05,0.031301497,0.002358398,0.004870668,0.000148546,0.000478618,7.19E-05,2.36E-05,7.19E-05,7.19E-05,0.000356799,0.000148546,0.000478618,0.000609746,0.000245727,0.003517944,0.000609746,0.000897365,0.000148546,0.000245727,0.000478618,7.19E-05,0.007816247,0.000148546,0.000609746,0.000245727,0.001567083,0.000148546,0.000609746,0.000148546,0.004306001,0.039176655,0.001053208,0.000897365,0.017558079,0.001947651,2.36E-05
metagenome,0.841337165,0.938005288,0.87986069,0.436949684,0.763786607,0.499529032,0.897332892,0.643452684,0.436949684,0.891891106,0.518592402,0.92716094,0.955281606,0.701349339,0.792032284,0.390473778,0.810416522,0.845843646,0.313343843,0.479587405,0.80452977,0.82152192,0.046503709,0.866069913,0.074662339,0.826761142,0.285687521,0.570840834,0.570840834,0.883021809,0.227709541,0.536809852,0.340041317,0.810416522,0.554214736,0.458736929,0.023067306,0.414201577,0.074662339,0.904861789,0.074662339,0.104882006,0.104882006,0.907215471,0.25711835,0.831804188,0.586721905,0.899923646,0.074662339,0.935123951,0.25711835,0.60189133,0.074662339,0.810416522,0.023067306,0.458736929,0.135841265,0.747808627,0.166866868,0.554214736,0.436949684,0.536809852,0.023067306,0.074662339,0.701349339,0.816077048,0.135841265,0.747808627,0.046503709,0.436949684,0.135841265,0.586721905,0.046503709,0.023067306,0.479587405,0.135841265,0.816077048,0.436949684,0.630225328,0.046503709,0.826761142,0.479587405,0.763786607,0.436949684,0.889032803,0.023067306,0.616381842,0.285687521,0.886077741,0.518592402,0.479587405,0.135841265,0.763786607,0.414201577,0.414201577,0.074662339,0.135841265,0.046503709,0.536809852,0.135841265,0.899923646,0.135841265,0.826761142,0.046503709,0.902432205,0.023067306,0.810416522,0.023067306,0.656093711,0.023067306,0.913849735,0.436949684,0.616381842,0.046503709,0.135841265,0.023067306,0.007702668,0.023067306,0.023067306,0.104882006,0.046503709,0.135841265,0.166866868,0.074662339,0.536809852,0.166866868,0.227709541,0.046503709,0.074662339,0.135841265,0.023067306,0.721146704,0.046503709,0.166866868,0.074662339,0.340041317,0.046503709,0.166866868,0.046503709,0.586721905,0.930484203,0.25711835,0.227709541,0.854374773,0.390473778,0.007702668
mle1-27,0.015896227,0.044059523,0.021822512,0.002358398,0.009753692,0.00303125,0.025933967,0.005467349,0.002358398,0.024514857,0.00327076,0.037327397,0.061097576,0.007102864,0.011468217,0.001947651,0.012854269,0.016439479,0.001388151,0.002799373,0.012382507,0.013827556,0.000148546,0.019317963,0.000245727,0.014329297,0.001216837,0.004035513,0.004035513,0.022477682,0.000897365,0.003517944,0.001567083,0.012854269,0.003772846,0.002575098,7.19E-05,0.002149252,0.000245727,0.028156704,0.000245727,0.000356799,0.000356799,0.028923227,0.001053208,0.014841249,0.004306001,0.026662206,0.000245727,0.042061126,0.001053208,0.004584365,0.000245727,0.012854269,7.19E-05,0.002575098,0.000478618,0.00895186,0.000609746,0.003772846,0.002358398,0.003517944,7.19E-05,0.000245727,0.007102864,0.013335916,0.000478618,0.00895186,0.000148546,0.002358398,0.000478618,0.004306001,0.000148546,7.19E-05,0.002799373,0.000478618,0.013335916,0.002358398,0.005164973,0.000148546,0.014329297,0.002799373,0.009753692,0.002358398,0.023823728,7.19E-05,0.004870668,0.001216837,0.023144712,0.00327076,0.002799373,0.000478618,0.009753692,0.002149252,0.002149252,0.000245727,0.000478618,0.000148546,0.003517944,0.000478618,0.026662206,0.000478618,0.014329297,0.000148546,0.027403074,7.19E-05,0.012854269,7.19E-05,0.005777866,7.19E-05,0.031301497,0.002358398,0.004870668,0.000148546,0.000478618,7.19E-05,2.36E-05,7.19E-05,7.19E-05,0.000356799,0.000148546,0.000478618,0.000609746,0.000245727,0.003517944,0.000609746,0.000897365,0.000148546,0.000245727,0.000478618,7.19E-05,0.007816247,0.000148546,0.000609746,0.000245727,0.001567083,0.000148546,0.000609746,0.000148546,0.004306001,0.039176655,0.001053208,0.000897365,0.017558079,0.001947651,2.36E-05
proteobacterium_symbiont,0.015896227,0.044059523,0.021822512,0.002358398,0.009753692,0.00303125,0.025933967,0.005467349,0.002358398,0.024514857,0.00327076,0.037327397,0.061097576,0.007102864,0.011468217,0.001947651,0.012854269,0.016439479,0.001388151,0.002799373,0.012382507,0.013827556,0.000148546,0.019317963,0.000245727,0.014329297,0.001216837,0.004035513,0.004035513,0.022477682,0.000897365,0.003517944,0.001567083,0.012854269,0.003772846,0.002575098,7.19E-05,0.002149252,0.000245727,0.028156704,0.000245727,0.000356799,0.000356799,0.028923227,0.001053208,0.014841249,0.004306001,0.026662206,0.000245727,0.042061126,0.001053208,0.004584365,0.000245727,0.012854269,7.19E-05,0.002575098,0.000478618,0.00895186,0.000609746,0.003772846,0.002358398,0.003517944,7.19E-05,0.000245727,0.007102864,0.013335916,0.000478618,0.00895186,0.000148546,0.002358398,0.000478618,0.004306001,0.000148546,7.19E-05,0.002799373,0.000478618,0.013335916,0.002358398,0.005164973,0.000148546,0.014329297,0.002799373,0.009753692,0.002358398,0.023823728,7.19E-05,0.004870668,0.001216837,0.023144712,0.00327076,0.002799373,0.000478618,0.009753692,0.002149252,0.002149252,0.000245727,0.000478618,0.000148546,0.003517944,0.000478618,0.026662206,0.000478618,0.014329297,0.000148546,0.027403074,7.19E-05,0.012854269,7.19E-05,0.005777866,7.19E-05,0.031301497,0.002358398,0.004870668,0.000148546,0.000478618,7.19E-05,2.36E-05,7.19E-05,7.19E-05,0.000356799,0.000148546,0.000478618,0.000609746,0.000245727,0.003517944,0.000609746,0.000897365,0.000148546,0.000245727,0.000478618,7.19E-05,0.007816247,0.000148546,0.000609746,0.000245727,0.001567083,0.000148546,0.000609746,0.000148546,0.004306001,0.039176655,0.001053208,0.000897365,0.017558079,0.001947651,2.36E-05
soil_bacterium,0.032021681,0.086250463,0.043692796,0.004818039,0.019773234,0.006188275,0.051706897,0.011133222,0.004818039,0.048948359,0.006675564,0.073567846,0.117596898,0.01443903,0.023207737,0.003980622,0.025975348,0.033097484,0.002838774,0.005716286,0.025034244,0.027914032,0.000304173,0.038777719,0.000503114,0.028911924,0.002488883,0.008229838,0.008229838,0.044974379,0.001836057,0.007178209,0.003204091,0.025975348,0.007696276,0.005259551,0.000147283,0.00439173,0.000503114,0.056011548,0.000503114,0.000730444,0.000730444,0.057491517,0.002154569,0.029929058,0.00877898,0.053119385,0.000503114,0.08250358,0.002154569,0.009343789,0.000503114,0.025975348,0.000147283,0.005259551,0.000979707,0.018162823,0.00124795,0.007696276,0.004818039,0.007178209,0.000147283,0.000503114,0.01443903,0.026935225,0.000979707,0.018162823,0.000304173,0.004818039,0.000979707,0.00877898,0.000304173,0.000147283,0.005716286,0.000979707,0.026935225,0.004818039,0.010520805,0.000304173,0.028911924,0.005716286,0.019773234,0.004818039,0.047602007,0.000147283,0.009924364,0.002488883,0.046277399,0.006675564,0.005716286,0.000979707,0.019773234,0.00439173,0.00439173,0.000503114,0.000979707,0.000304173,0.007178209,0.000979707,0.053119385,0.000979707,0.028911924,0.000304173,0.05455422,0.000147283,0.025975348,0.000147283,0.011761726,0.000147283,0.062068724,0.004818039,0.009924364,0.000304173,0.000979707,0.000147283,4.84E-05,0.000147283,0.000147283,0.000730444,0.000304173,0.000979707,0.00124795,0.000503114,0.007178209,0.00124795,0.001836057,0.000304173,0.000503114,0.000979707,0.000147283,0.015877446,0.000304173,0.00124795,0.000503114,0.003204091,0.000304173,0.00124795,0.000304173,0.00877898,0.077068777,0.002154569,0.001836057,0.035308862,0.003980622,4.84E-05
